Valid date,Valid time,Time zone,Record sequence,Data type,Primary,Reporting area,State code,Parameter name,AQI value,AQI category,Forecast,Source
06/07/23,,CDT,-1,Y,Y,Minnesota Arrowhead,MN,PM2.5,33,Good,Minnesota Pollution Control Agency,
06/08/23,16:00,CDT,0,O,Y,Minnesota Arrowhead,MN,PM2.5,39,Good,Minnesota Pollution Control Agency,
06/08/23,,CDT,0,F,Y,Minnesota Arrowhead,MN,PM2.5,40,Good,Minnesota Pollution Control Agency,
06/09/23,,CDT,2,F,Y,Minnesota Arrowhead,MN,PM2.5,,Moderate,Minnesota Pollution Control Agency,
06/10/23,,CDT,3,F,Y,Minnesota Arrowhead,MN,PM2.5,,Moderate,Minnesota Pollution Control Agency,
06/07/23,,CDT,-1,Y,Y,Mississippi Gulf Coast,MS,OZONE,50,Good,Mississippi DEQ,
06/08/23,16:00,CDT,0,O,Y,Mississippi Gulf Coast,MS,OZONE,77,Moderate,Mississippi DEQ,
06/08/23,,CDT,0,F,Y,Mississippi Gulf Coast,MS,OZONE,50,Good,Mississippi DEQ,
06/09/23,,CDT,1,F,Y,Mississippi Gulf Coast,MS,OZONE,51,Moderate,Mississippi DEQ,
06/10/23,,CDT,2,F,Y,Mississippi Gulf Coast,MS,OZONE,,Moderate,Mississippi DEQ,
06/11/23,,CDT,3,F,Y,Mississippi Gulf Coast,MS,OZONE,,Moderate,Mississippi DEQ,
06/07/23,,CDT,-1,Y,Y,Mississippi River Valley,MN,OZONE,46,Good,Minnesota Pollution Control Agency,
06/08/23,16:00,CDT,0,O,Y,Mississippi River Valley,MN,OZONE,44,Good,Minnesota Pollution Control Agency,
06/08/23,,CDT,1,F,Y,Mississippi River Valley,MN,PM2.5,65,Moderate,Minnesota Pollution Control Agency,
06/09/23,,CDT,2,F,Y,Mississippi River Valley,MN,OZONE,,Moderate,Minnesota Pollution Control Agency,
06/10/23,,CDT,3,F,Y,Mississippi River Valley,MN,OZONE,,Moderate,Minnesota Pollution Control Agency,
06/07/23,,MDT,-1,Y,Y,Missoula,MT,OZONE,44,Good,Montana DEQ,
06/08/23,15:00,MDT,0,O,Y,Missoula,MT,PM2.5,35,Good,Montana DEQ,
06/07/23,,EDT,-1,Y,Y,Mitchell County,NC,PM2.5,66,Moderate,North Carolina DEQ - Division of Air Quality,
06/08/23,17:00,EDT,0,O,Y,Mitchell County,NC,PM2.5,59,Moderate,North Carolina DEQ - Division of Air Quality,
06/08/23,,EDT,0,F,Y,Mitchell County,NC,PM2.5,115,Unhealthy for Sensitive Groups,North Carolina DEQ - Division of Air Quality,
06/09/23,,EDT,1,F,Y,Mitchell County,NC,PM2.5,85,Moderate,North Carolina DEQ - Division of Air Quality,
06/10/23,,EDT,2,F,Y,Mitchell County,NC,PM2.5,85,Moderate,North Carolina DEQ - Division of Air Quality,
06/11/23,,EDT,3,F,Y,Mitchell County,NC,OZONE,50,Good,North Carolina DEQ - Division of Air Quality,
06/07/23,,CDT,-1,Y,Y,Mobile,AL,OZONE,45,Good,Alabama Department of Environmental Management,
06/08/23,16:00,CDT,0,O,Y,Mobile,AL,OZONE,80,Moderate,Alabama Department of Environmental Management,
06/08/23,,CDT,0,F,Y,Mobile,AL,OZONE,49,Good,Alabama Department of Environmental Management,
06/09/23,,CDT,1,F,Y,Mobile,AL,OZONE,101,Unhealthy for Sensitive Groups,Alabama Department of Environmental Management,
06/07/23,,PDT,-1,Y,Y,Modesto,CA,OZONE,48,Good,San Joaquin Valley Unified APCD,
06/08/23,14:00,PDT,0,O,Y,Modesto,CA,OZONE,41,Good,San Joaquin Valley Unified APCD,
06/08/23,,PDT,1,F,Y,Modesto,CA,OZONE,47,Good,San Joaquin Valley Unified APCD,
06/07/23,,PDT,-1,Y,Y,Mojave,CA,OZONE,48,Good,Mojave Desert AQMD,
06/08/23,14:00,PDT,0,O,Y,Mojave,CA,OZONE,51,Moderate,Mojave Desert AQMD,
06/07/23,,EDT,-1,Y,Y,Monmouth County,NJ,PM2.5,239,Very Unhealthy,New Jersey Dept. of Environmental Protection,
06/08/23,17:00,EDT,0,O,Y,Monmouth County,NJ,PM2.5,164,Unhealthy,New Jersey Dept. of Environmental Protection,
06/08/23,,EDT,0,F,Y,Monmouth County,NJ,PM2.5,155,Unhealthy,New Jersey Dept. of Environmental Protection,
06/09/23,,EDT,1,F,Y,Monmouth County,NJ,PM2.5,140,Unhealthy for Sensitive Groups,New Jersey Dept. of Environmental Protection,
06/07/23,,PDT,-1,Y,Y,Mono Lake,CA,PM2.5,19,Good,Great Basin Unified Air Pollution Control District,
06/08/23,14:00,PDT,0,O,Y,Mono Lake,CA,PM2.5,20,Good,Great Basin Unified Air Pollution Control District,
06/07/23,,CDT,-1,Y,Y,Monroe,LA,OZONE,58,Moderate,Louisiana Department of Environmental Quality,
06/08/23,16:00,CDT,0,O,Y,Monroe,LA,OZONE,74,Moderate,Louisiana Department of Environmental Quality,
06/08/23,,CDT,0,F,Y,Monroe,LA,OZONE,101,Unhealthy for Sensitive Groups,Louisiana Department of Environmental Quality,
06/09/23,,CDT,1,F,Y,Monroe,LA,OZONE,87,Moderate,Louisiana Department of Environmental Quality,
06/10/23,,CDT,2,F,Y,Monroe,LA,OZONE,74,Moderate,Louisiana Department of Environmental Quality,
06/07/23,,PDT,-1,Y,Y,Monterey Peninsula,CA,OZONE,33,Good,Monterey Bay Unified APCD,
06/08/23,14:00,PDT,0,O,Y,Monterey Peninsula,CA,OZONE,32,Good,Monterey Bay Unified APCD,
06/08/23,,PDT,3,F,Y,Monterey Peninsula,CA,OZONE,,Good,Monterey Bay Unified APCD,
06/09/23,,PDT,4,F,Y,Monterey Peninsula,CA,OZONE,,Good,Monterey Bay Unified APCD,
06/10/23,,PDT,5,F,Y,Monterey Peninsula,CA,OZONE,,Good,Monterey Bay Unified APCD,
06/07/23,,CDT,-1,Y,Y,Montgomery,AL,OZONE,49,Good,Alabama Department of Environmental Management,
06/08/23,16:00,CDT,0,O,Y,Montgomery,AL,OZONE,93,Moderate,Alabama Department of Environmental Management,
06/07/23,,EDT,-1,Y,Y,Montgomery County,NC,PM2.5,99,Moderate,North Carolina DEQ - Division of Air Quality,
06/08/23,17:00,EDT,0,O,Y,Montgomery County,NC,PM2.5,77,Moderate,North Carolina DEQ - Division of Air Quality,
06/08/23,,EDT,0,F,Y,Montgomery County,NC,PM2.5,115,Unhealthy for Sensitive Groups,North Carolina DEQ - Division of Air Quality,
06/09/23,,EDT,1,F,Y,Montgomery County,NC,OZONE,90,Moderate,North Carolina DEQ - Division of Air Quality,
06/10/23,,EDT,2,F,Y,Montgomery County,NC,PM2.5,85,Moderate,North Carolina DEQ - Division of Air Quality,
06/11/23,,EDT,3,F,Y,Montgomery County,NC,OZONE,50,Good,North Carolina DEQ - Division of Air Quality,
06/08/23,,EDT,0,F,Y,Moore County,NC,PM2.5,115,Unhealthy for Sensitive Groups,North Carolina DEQ - Division of Air Quality,
06/09/23,,EDT,1,F,Y,Moore County,NC,OZONE,90,Moderate,North Carolina DEQ - Division of Air Quality,
06/10/23,,EDT,2,F,Y,Moore County,NC,PM2.5,100,Moderate,North Carolina DEQ - Division of Air Quality,
06/11/23,,EDT,3,F,Y,Moore County,NC,OZONE,50,Good,North Carolina DEQ - Division of Air Quality,
06/07/23,,EDT,-1,Y,Y,Morgantown,WV,OZONE,58,Moderate,West Virginia Division of Air Quality,
06/08/23,17:00,EDT,0,O,Y,Morgantown,WV,OZONE,42,Good,West Virginia Division of Air Quality,
06/07/23,,PDT,-1,Y,Y,Morro Bay,CA,OZONE,32,Good,San Luis Obispo County APCD,
06/08/23,14:00,PDT,0,O,Y,Morro Bay,CA,OZONE,29,Good,San Luis Obispo County APCD,
06/08/23,,PDT,0,F,Y,Morro Bay,CA,OZONE,29,Good,San Luis Obispo County APCD,
06/09/23,,PDT,1,F,Y,Morro Bay,CA,OZONE,30,Good,San Luis Obispo County APCD,
06/10/23,,PDT,2,F,Y,Morro Bay,CA,OZONE,31,Good,San Luis Obispo County APCD,
06/11/23,,PDT,3,F,Y,Morro Bay,CA,OZONE,31,Good,San Luis Obispo County APCD,
06/12/23,,PDT,4,F,Y,Morro Bay,CA,OZONE,29,Good,San Luis Obispo County APCD,
06/13/23,,PDT,5,F,Y,Morro Bay,CA,OZONE,32,Good,San Luis Obispo County APCD,
06/07/23,,PDT,-1,Y,Y,Moscow,ID,PM2.5,23,Good,Idaho Department of Environmental Quality,
06/08/23,14:00,PDT,0,O,Y,Moscow,ID,PM2.5,22,Good,Idaho Department of Environmental Quality,
06/08/23,,PDT,0,F,Y,Moscow,ID,PM2.5,15,Good,Idaho Department of Environmental Quality,
06/09/23,,PDT,1,F,Y,Moscow,ID,PM2.5,10,Good,Idaho Department of Environmental Quality,
06/10/23,,PDT,2,F,Y,Moscow,ID,PM2.5,8,Good,Idaho Department of Environmental Quality,
06/11/23,,PDT,3,F,Y,Moscow,ID,PM2.5,10,Good,Idaho Department of Environmental Quality,
06/12/23,,PDT,4,F,Y,Moscow,ID,PM2.5,8,Good,Idaho Department of Environmental Quality,
06/13/23,,PDT,5,F,Y,Moscow,ID,PM2.5,10,Good,Idaho Department of Environmental Quality,
06/07/23,,PDT,-1,Y,Y,Moses Lake,WA,PM2.5,25,Good,Washington Department of Ecology,
06/08/23,14:00,PDT,0,O,Y,Moses Lake,WA,PM2.5,30,Good,Washington Department of Ecology,
06/08/23,,PDT,0,F,Y,Moses Lake,WA,PM2.5,,Good,Washington Department of Ecology,
06/09/23,,PDT,1,F,Y,Moses Lake,WA,PM2.5,,Good,Washington Department of Ecology,
06/10/23,,PDT,2,F,Y,Moses Lake,WA,PM2.5,,Good,Washington Department of Ecology,
06/11/23,,PDT,3,F,Y,Moses Lake,WA,PM2.5,,Good,Washington Department of Ecology,
06/12/23,,PDT,4,F,Y,Moses Lake,WA,PM2.5,,Good,Washington Department of Ecology,
06/07/23,,EDT,-1,Y,Y,Moundsville,WV,PM2.5,95,Moderate,West Virginia Division of Air Quality,
06/08/23,17:00,EDT,0,O,Y,Moundsville,WV,PM2.5,73,Moderate,West Virginia Division of Air Quality,
06/07/23,,PDT,-1,Y,Y,Mount Hall (seasonal),ID,PM2.5,20,Good,Idaho Department of Environmental Quality,
06/08/23,14:00,PDT,0,O,Y,Mount Hall (seasonal),ID,PM2.5,22,Good,Idaho Department of Environmental Quality,
06/08/23,,PDT,0,F,Y,Mount Hall (seasonal),ID,PM2.5,21,Good,Idaho Department of Environmental Quality,
06/09/23,,PDT,1,F,Y,Mount Hall (seasonal),ID,PM2.5,18,Good,Idaho Department of Environmental Quality,
06/10/23,,PDT,2,F,Y,Mount Hall (seasonal),ID,PM2.5,17,Good,Idaho Department of Environmental Quality,
06/11/23,,PDT,3,F,Y,Mount Hall (seasonal),ID,PM2.5,17,Good,Idaho Department of Environmental Quality,
06/07/23,,PDT,-1,Y,Y,Mount Vernon,WA,OZONE,41,Good,Northwest Clean Air Agency,
06/08/23,14:00,PDT,0,O,Y,Mount Vernon,WA,PM2.5,42,Good,Northwest Clean Air Agency,
06/08/23,,PDT,0,F,Y,Mount Vernon,WA,PM2.5,,Good,Northwest Clean Air Agency,
06/09/23,,PDT,1,F,Y,Mount Vernon,WA,PM2.5,,Good,Northwest Clean Air Agency,
06/10/23,,PDT,2,F,Y,Mount Vernon,WA,PM2.5,,Good,Northwest Clean Air Agency,
06/11/23,,PDT,3,F,Y,Mount Vernon,WA,PM2.5,,Good,Northwest Clean Air Agency,
06/12/23,,PDT,4,F,Y,Mount Vernon,WA,PM2.5,,Good,Northwest Clean Air Agency,
06/07/23,,HST,-1,Y,Y,Mountain View,HI,PM2.5,14,Good,Hawaii State Dept. of Health,
06/08/23,11:00,HST,0,O,Y,Mountain View,HI,PM2.5,9,Good,Hawaii State Dept. of Health,
06/07/23,,MDT,-1,Y,Y,Moxa Arch,WY,OZONE,47,Good,Wyoming Department of Environmental Quality,
06/08/23,15:00,MDT,0,O,Y,Moxa Arch,WY,OZONE,45,Good,Wyoming Department of Environmental Quality,
06/07/23,,PDT,-1,Y,Y,Mt. Rainier,WA,OZONE,71,Moderate,Washington Department of Ecology,
06/08/23,14:00,PDT,0,O,Y,Mt. Rainier,WA,OZONE,30,Good,Washington Department of Ecology,
06/08/23,,IST,-1,Y,Y,Mumbai,,PM2.5,32,Good,U.S. Department of State India - Mumbai,
06/09/23,2:00,IST,0,O,Y,Mumbai,,PM2.5,5,Good,U.S. Department of State India - Mumbai,
06/07/23,,EDT,-1,Y,Y,Muncie,IN,PM2.5,128,Unhealthy for Sensitive Groups,Indiana Dept. of Environmental Management 2,
06/08/23,17:00,EDT,0,O,Y,Muncie,IN,PM2.5,77,Moderate,Indiana Dept. of Environmental Management 2,
06/07/23,,CDT,-1,Y,Y,Muscatine,IA,PM2.5,53,Moderate,Iowa DNR,
06/08/23,16:00,CDT,0,O,Y,Muscatine,IA,PM2.5,41,Good,Iowa DNR,
06/07/23,,CST,-1,Y,Y,Myrtle Beach-Conway,SC,OZONE,90,Moderate,South Carolina DHEC,
06/08/23,16:00,CST,0,O,Y,Myrtle Beach-Conway,SC,PM2.5,62,Moderate,South Carolina DHEC,
06/07/23,,MST,-1,Y,Y,Myton,UT,OZONE,61,Moderate,Ute Tribe,
06/08/23,14:00,MST,0,O,Y,Myton,UT,OZONE,50,Good,Ute Tribe,
06/07/23,,PDT,-1,Y,Y,N Coastal Orange,CA,OZONE,38,Good,South Coast AQMD,
06/08/23,14:00,PDT,0,O,Y,N Coastal Orange,CA,OZONE,32,Good,South Coast AQMD,
06/08/23,,PDT,1,F,Y,N Coastal Orange,CA,OZONE,38,Good,South Coast AQMD,
06/09/23,,PDT,1,F,Y,N Coastal Orange,CA,OZONE,36,Good,South Coast AQMD,
06/08/23,,EAT,-1,Y,Y,Nairobi,,PM2.5,68,Moderate,U.S. Department of State Kenya - Nairobi,
06/09/23,0:00,EAT,0,O,Y,Nairobi,,PM2.5,42,Good,U.S. Department of State Kenya - Nairobi,
06/07/23,,PDT,-1,Y,Y,Napa,CA,OZONE,31,Good,San Francisco Bay Area AQMD,
06/08/23,14:00,PDT,0,O,Y,Napa,CA,OZONE,30,Good,San Francisco Bay Area AQMD,
06/08/23,,PDT,0,F,Y,Napa,CA,PM2.5,38,Good,San Francisco Bay Area AQMD,
06/09/23,,PDT,1,F,Y,Napa,CA,PM2.5,38,Good,San Francisco Bay Area AQMD,
06/10/23,,PDT,2,F,Y,Napa,CA,PM2.5,,Good,San Francisco Bay Area AQMD,
06/11/23,,PDT,3,F,Y,Napa,CA,PM2.5,,Good,San Francisco Bay Area AQMD,
06/12/23,,PDT,4,F,Y,Napa,CA,OZONE,,Good,San Francisco Bay Area AQMD,
06/13/23,,PDT,5,F,Y,Napa,CA,OZONE,,Good,San Francisco Bay Area AQMD,
06/07/23,,EDT,-1,Y,Y,Naples,FL,PM2.5,38,Good,Florida Dept. of Environmental Protection,
06/08/23,17:00,EDT,0,O,Y,Naples,FL,OZONE,35,Good,Florida Dept. of Environmental Protection,
06/08/23,,EDT,0,F,Y,Naples,FL,OZONE,,Good,Florida Dept. of Environmental Protection,
06/09/23,,EDT,1,F,Y,Naples,FL,OZONE,,Good,Florida Dept. of Environmental Protection,
06/10/23,,EDT,2,F,Y,Naples,FL,OZONE,,Good,Florida Dept. of Environmental Protection,
06/11/23,,EDT,3,F,Y,Naples,FL,OZONE,,Good,Florida Dept. of Environmental Protection,
06/07/23,,EDT,-1,Y,Y,Narragansett,RI,PM2.5,104,Unhealthy for Sensitive Groups,Rhode Island Dept. of Environmental Management,
06/08/23,17:00,EDT,0,O,Y,Narragansett,RI,PM2.5,145,Unhealthy for Sensitive Groups,Rhode Island Dept. of Environmental Management,
06/08/23,,EDT,0,F,Y,Narragansett,RI,PM2.5,102,Unhealthy for Sensitive Groups,Rhode Island Dept. of Environmental Management,
06/09/23,,EDT,1,F,Y,Narragansett,RI,PM2.5,102,Unhealthy for Sensitive Groups,Rhode Island Dept. of Environmental Management,
06/10/23,,EDT,2,F,Y,Narragansett,RI,PM2.5,76,Moderate,Rhode Island Dept. of Environmental Management,
06/11/23,,EDT,3,F,Y,Narragansett,RI,PM2.5,53,Moderate,Rhode Island Dept. of Environmental Management,
06/08/23,,EDT,0,F,Y,Nash County,NC,PM2.5,150,Unhealthy for Sensitive Groups,North Carolina DEQ - Division of Air Quality,
06/09/23,,EDT,1,F,Y,Nash County,NC,PM2.5,100,Moderate,North Carolina DEQ - Division of Air Quality,
06/10/23,,EDT,2,F,Y,Nash County,NC,PM2.5,100,Moderate,North Carolina DEQ - Division of Air Quality,
06/11/23,,EDT,3,F,Y,Nash County,NC,OZONE,50,Good,North Carolina DEQ - Division of Air Quality,
06/07/23,,EDT,-1,Y,Y,Nashua,NH,OZONE,29,Good,New Hampshire Dept. of Environmental Services,
06/08/23,17:00,EDT,0,O,Y,Nashua,NH,OZONE,20,Good,New Hampshire Dept. of Environmental Services,
06/08/23,,EDT,0,F,Y,Nashua,NH,PM2.5,,Good,New Hampshire Dept. of Environmental Services,
06/09/23,,EDT,1,F,Y,Nashua,NH,PM2.5,,Good,New Hampshire Dept. of Environmental Services,
06/07/23,,CDT,-1,Y,Y,Nashville,TN,OZONE,90,Moderate,Tennessee Air Pollution Control Div.,
06/08/23,16:00,CDT,0,O,Y,Nashville,TN,OZONE,108,Unhealthy for Sensitive Groups,Tennessee Air Pollution Control Div.,
06/08/23,,CDT,0,F,Y,Nashville,TN,OZONE,80,Moderate,Tennessee Air Pollution Control Div.,
06/09/23,,CDT,1,F,Y,Nashville,TN,OZONE,100,Moderate,Tennessee Air Pollution Control Div.,
06/10/23,,CDT,2,F,Y,Nashville,TN,PM2.5,100,Moderate,Tennessee Air Pollution Control Div.,
06/07/23,,EDT,-1,Y,Y,Nassau County,FL,PM2.5,48,Good,Florida Dept. of Environmental Protection,
06/08/23,17:00,EDT,0,O,Y,Nassau County,FL,OZONE,43,Good,Florida Dept. of Environmental Protection,
06/08/23,,PDT,0,F,Y,Natomas,CA,OZONE,48,Good,Sacramento Metro. AQMD,
06/09/23,,PDT,1,F,Y,Natomas,CA,OZONE,47,Good,Sacramento Metro. AQMD,
06/10/23,,PDT,2,F,Y,Natomas,CA,OZONE,43,Good,Sacramento Metro. AQMD,
06/11/23,,PDT,3,F,Y,Natomas,CA,OZONE,42,Good,Sacramento Metro. AQMD,
06/12/23,,PDT,4,F,Y,Natomas,CA,OZONE,42,Good,Sacramento Metro. AQMD,
06/13/23,,PDT,5,F,Y,Natomas,CA,OZONE,46,Good,Sacramento Metro. AQMD,
06/07/23,,EDT,-1,Y,Y,Natural Bridge,VA,OZONE,43,Good,Virginia Dept. of Environmental Quality,
06/08/23,17:00,EDT,0,O,Y,Natural Bridge,VA,OZONE,44,Good,Virginia Dept. of Environmental Quality,
06/08/23,,IST,-1,Y,Y,New Delhi,,PM2.5,112,Unhealthy for Sensitive Groups,U.S. Department of State India - New Delhi,
06/09/23,2:00,IST,0,O,Y,New Delhi,,PM2.5,116,Unhealthy for Sensitive Groups,U.S. Department of State India - New Delhi,
06/07/23,,EDT,-1,Y,Y,New Hanover County,NC,OZONE,74,Moderate,North Carolina DEQ - Division of Air Quality,
06/08/23,17:00,EDT,0,O,Y,New Hanover County,NC,PM2.5,68,Moderate,North Carolina DEQ - Division of Air Quality,
06/08/23,,EDT,0,F,Y,New Hanover County,NC,PM2.5,115,Unhealthy for Sensitive Groups,North Carolina DEQ - Division of Air Quality,
06/09/23,,EDT,1,F,Y,New Hanover County,NC,PM2.5,85,Moderate,North Carolina DEQ - Division of Air Quality,
06/10/23,,EDT,2,F,Y,New Hanover County,NC,PM2.5,100,Moderate,North Carolina DEQ - Division of Air Quality,
06/11/23,,EDT,3,F,Y,New Hanover County,NC,OZONE,50,Good,North Carolina DEQ - Division of Air Quality,
06/07/23,,EDT,-1,Y,Y,New Haven,CT,PM2.5,189,Unhealthy,Connecticut Dept. of Energy and Environmental Protection,
06/08/23,17:00,EDT,0,O,Y,New Haven,CT,PM2.5,168,Unhealthy,Connecticut Dept. of Energy and Environmental Protection,
06/08/23,,EDT,0,F,Y,New Haven,CT,PM2.5,161,Unhealthy,Connecticut Dept. of Energy and Environmental Protection,
06/09/23,,EDT,1,F,Y,New Haven,CT,PM2.5,117,Unhealthy for Sensitive Groups,Connecticut Dept. of Energy and Environmental Protection,
06/07/23,,EDT,-1,Y,Y,New London-Groton,CT,PM2.5,158,Unhealthy,Connecticut Dept. of Energy and Environmental Protection,
06/08/23,17:00,EDT,0,O,Y,New London-Groton,CT,PM2.5,163,Unhealthy,Connecticut Dept. of Energy and Environmental Protection,
06/08/23,,EDT,0,F,Y,New London-Groton,CT,PM2.5,158,Unhealthy,Connecticut Dept. of Energy and Environmental Protection,
06/09/23,,EDT,1,F,Y,New London-Groton,CT,PM2.5,117,Unhealthy for Sensitive Groups,Connecticut Dept. of Energy and Environmental Protection,
06/07/23,,CDT,-1,Y,Y,New Orleans,LA,OZONE,51,Moderate,Louisiana Department of Environmental Quality,
06/08/23,16:00,CDT,0,O,Y,New Orleans,LA,OZONE,87,Moderate,Louisiana Department of Environmental Quality,
06/08/23,,CDT,0,F,Y,New Orleans,LA,OZONE,101,Unhealthy for Sensitive Groups,Louisiana Department of Environmental Quality,
06/09/23,,CDT,1,F,Y,New Orleans,LA,OZONE,100,Moderate,Louisiana Department of Environmental Quality,
06/10/23,,CDT,2,F,Y,New Orleans,LA,OZONE,84,Moderate,Louisiana Department of Environmental Quality,
06/07/23,,EDT,-1,Y,Y,New York City Region,NY,PM2.5,254,Very Unhealthy,New York Dept. of Environmental Conservation,
06/08/23,17:00,EDT,0,O,Y,New York City Region,NY,PM2.5,162,Unhealthy,New York Dept. of Environmental Conservation,
06/08/23,,EDT,0,F,Y,New York City Region,NY,PM2.5,170,Unhealthy,New York Dept. of Environmental Conservation,
06/09/23,,EDT,1,F,Y,New York City Region,NY,PM2.5,120,Unhealthy for Sensitive Groups,New York Dept. of Environmental Conservation,
06/07/23,,MDT,-1,Y,Y,Newcastle,WY,OZONE,58,Moderate,Bureau of Land Management - Wyoming,
06/08/23,15:00,MDT,0,O,Y,Newcastle,WY,OZONE,77,Moderate,Bureau of Land Management - Wyoming,
06/07/23,,PDT,-1,Y,Y,Nez Perce Reservation,ID,OZONE,44,Good,EPA Region 10,
06/08/23,14:00,PDT,0,O,Y,Nez Perce Reservation,ID,PM2.5,35,Good,EPA Region 10,
06/07/23,,PDT,-1,Y,Y,Niland,CA,OZONE,90,Moderate,Imperial County Air Pollution Control District,
06/08/23,14:00,PDT,0,O,Y,Niland,CA,OZONE,74,Moderate,Imperial County Air Pollution Control District,
06/08/23,,PDT,0,F,Y,Niland,CA,OZONE,105,Unhealthy for Sensitive Groups,Imperial County Air Pollution Control District,
06/09/23,,PDT,1,F,Y,Niland,CA,OZONE,105,Unhealthy for Sensitive Groups,Imperial County Air Pollution Control District,
06/10/23,,PDT,2,F,Y,Niland,CA,OZONE,90,Moderate,Imperial County Air Pollution Control District,
06/11/23,,PDT,3,F,Y,Niland,CA,PM10,73,Moderate,Imperial County Air Pollution Control District,
06/12/23,,PDT,4,F,Y,Niland,CA,OZONE,77,Moderate,Imperial County Air Pollution Control District,
06/13/23,,PDT,5,F,Y,Niland,CA,OZONE,90,Moderate,Imperial County Air Pollution Control District,
06/07/23,,PDT,-1,Y,Y,Nipomo,CA,PM2.5,10,Good,San Luis Obispo County APCD,
06/08/23,14:00,PDT,0,O,Y,Nipomo,CA,PM2.5,9,Good,San Luis Obispo County APCD,
06/08/23,,PDT,0,F,Y,Nipomo,CA,OZONE,27,Good,San Luis Obispo County APCD,
06/09/23,,PDT,1,F,Y,Nipomo,CA,OZONE,28,Good,San Luis Obispo County APCD,
06/10/23,,PDT,2,F,Y,Nipomo,CA,OZONE,31,Good,San Luis Obispo County APCD,
06/11/23,,PDT,3,F,Y,Nipomo,CA,OZONE,31,Good,San Luis Obispo County APCD,
06/12/23,,PDT,4,F,Y,Nipomo,CA,OZONE,28,Good,San Luis Obispo County APCD,
06/13/23,,PDT,5,F,Y,Nipomo,CA,OZONE,27,Good,San Luis Obispo County APCD,
06/07/23,,MST,-1,Y,Y,Nogales,AZ,PM2.5,34,Good,Arizona Department of Environmental Quality,
06/08/23,14:00,MST,0,O,Y,Nogales,AZ,PM10,22,Good,Arizona Department of Environmental Quality,
06/08/23,,MST,0,F,Y,Nogales,AZ,PM2.5,30,Good,Arizona Department of Environmental Quality,
06/09/23,,MST,1,F,Y,Nogales,AZ,PM2.5,29,Good,Arizona Department of Environmental Quality,
06/10/23,,MST,2,F,Y,Nogales,AZ,PM2.5,23,Good,Arizona Department of Environmental Quality,
06/11/23,,MST,3,F,Y,Nogales,AZ,PM2.5,20,Good,Arizona Department of Environmental Quality,
06/12/23,,MST,4,F,Y,Nogales,AZ,PM10,19,Good,Arizona Department of Environmental Quality,
06/07/23,,PDT,-1,Y,Y,Norco and Corona,CA,OZONE,47,Good,South Coast AQMD,
06/08/23,14:00,PDT,0,O,Y,Norco and Corona,CA,PM10,46,Good,South Coast AQMD,
06/08/23,,PDT,1,F,Y,Norco and Corona,CA,OZONE,49,Good,South Coast AQMD,
06/09/23,,PDT,1,F,Y,Norco and Corona,CA,OZONE,48,Good,South Coast AQMD,
06/07/23,,EDT,-1,Y,Y,North Adams,MA,PM2.5,156,Unhealthy,Massachusetts Dept. of Environmental Protection,
06/08/23,17:00,EDT,0,O,Y,North Adams,MA,PM2.5,59,Moderate,Massachusetts Dept. of Environmental Protection,
06/08/23,,EDT,0,F,Y,North Adams,MA,PM2.5,,Unhealthy for Sensitive Groups,Massachusetts Dept. of Environmental Protection,
06/09/23,,EDT,1,F,Y,North Adams,MA,PM2.5,,Moderate,Massachusetts Dept. of Environmental Protection,
06/07/23,,CDT,-1,Y,Y,North and West Suburbs (Chicago),IL,PM2.5,60,Moderate,Illinois EPA,
06/08/23,16:00,CDT,0,O,Y,North and West Suburbs (Chicago),IL,PM2.5,94,Moderate,Illinois EPA,
06/08/23,,CDT,0,F,Y,North and West Suburbs (Chicago),IL,PM2.5,,Moderate,Illinois EPA,
06/09/23,,CDT,1,F,Y,North and West Suburbs (Chicago),IL,PM2.5,,Moderate,Illinois EPA,
06/10/23,,CDT,2,F,Y,North and West Suburbs (Chicago),IL,PM2.5,,Moderate,Illinois EPA,
06/11/23,,CDT,3,F,Y,North and West Suburbs (Chicago),IL,PM2.5,,Moderate,Illinois EPA,
06/07/23,,EDT,-1,Y,Y,North Central,NJ,OZONE,42,Good,New Jersey Dept. of Environmental Protection,
06/08/23,17:00,EDT,0,O,Y,North Central,NJ,PM2.5,157,Unhealthy,New Jersey Dept. of Environmental Protection,
06/08/23,,EDT,0,F,Y,North Central,NJ,PM2.5,155,Unhealthy,New Jersey Dept. of Environmental Protection,
06/09/23,,EDT,1,F,Y,North Central,NJ,PM2.5,120,Unhealthy for Sensitive Groups,New Jersey Dept. of Environmental Protection,
06/07/23,,CDT,-1,Y,Y,North Central Minnesota,MN,PM2.5,32,Good,Minnesota Pollution Control Agency,
06/08/23,16:00,CDT,0,O,Y,North Central Minnesota,MN,OZONE,41,Good,Minnesota Pollution Control Agency,
06/08/23,,CDT,1,F,Y,North Central Minnesota,MN,PM2.5,55,Moderate,Minnesota Pollution Control Agency,
06/09/23,,CDT,2,F,Y,North Central Minnesota,MN,OZONE,,Moderate,Minnesota Pollution Control Agency,
06/10/23,,CDT,3,F,Y,North Central Minnesota,MN,OZONE,,Moderate,Minnesota Pollution Control Agency,
06/08/23,,PDT,0,F,Y,North Highlands,CA,OZONE,48,Good,Sacramento Metro. AQMD,
